# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --eigenvalues 3 --tracks 1000000 --inactive 50 --source Linear --Iterations\n 10 --active 500 --seed 0 --run --bins 50 -f Bins/20mfp-BetterStats-nyx/Linear/1E6Tracks/20mfp.b50.dat , seed\n = 2917342832
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats-nyx/Linear/1E6Tracks/20mfp.b50.dat, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 50, active = 500, inactive = 50, tracks = 1000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8             9            10            11           12           13            14           15           16            17           18            19           20            21           22           23            24           25           26            27           28            29           30            31           32            33           34            35           36            37           38           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-   raw value-00-Real  -| |-   raw value-00-Imag  -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-   raw value-01-Real  -| |-   raw value-01-Imag  -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-   raw value-02-Real  -| |-   raw value-02-Imag  -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+07        4.81792      0             1E+07        0            0             1E+07        4.81792       1E+07        0             1E+07        4.08569      0             1E+07        0            0             1E+07        4.08569       1E+07        0             1E+07        3.73915      0             1E+07        0            0             1E+07        3.73915       1E+07        0             5.1E+08      0             0            0.00748616    0            -0.00924711   0            0.00938688    
   2E+07        4.82758      0             2E+07        0            0             2E+07        4.82758       2E+07        0             2E+07        4.38999      0             2E+07        0            0             2E+07        4.38999       2E+07        0             2E+07        3.69066      0             2E+07        0            0             2E+07        3.69066       2E+07        0             5.2E+08      143.739       0.4          0.0134728     0.4          -0.0165645    0.4          0.0168598     
   3E+07        4.82864      0             3E+07        0            0             3E+07        4.82864       3E+07        0             3E+07        4.38587      0             3E+07        0            0             3E+07        4.38587       3E+07        0             3E+07        3.82117      0             3E+07        0            0             3E+07        3.82117       3E+07        0             5.3E+08      261.99        0.4          0.0133596     0.4          -0.0164493    0.4          0.0167328     
   4E+07        4.82833      0             4E+07        0            0             4E+07        4.82833       4E+07        0             4E+07        4.38547      0             4E+07        0            0             4E+07        4.38547       4E+07        0             4E+07        3.82879      0             4E+07        0            0             4E+07        3.82879       4E+07        0             5.4E+08      450.5         0.8          0.0185364     0.8          -0.0226412    0.8          0.0226961     
   5E+07        4.82427      0             5E+07        0            0             5E+07        4.82427       5E+07        0             5E+07        4.37787      0             5E+07        0            0             5E+07        4.37787       5E+07        0             5E+07        3.80285      0             5E+07        0            0             5E+07        3.80285       5E+07        0             5.5E+08      285.242       0.8          0.0185225     0.8          -0.0226239    0.8          0.0226943     
   6E+07        4.82724      0             6E+07        0            0             6E+07        4.82724       6E+07        0             6E+07        4.37748      0             6E+07        0            0             6E+07        4.37748       6E+07        0             6E+07        3.80964      0             6E+07        0            0             6E+07        3.80964       6E+07        0             5.6E+08      306.737       1.2          0.0234754     1.2          -0.0282994    1.2          0.0277737     
   7E+07        4.83434      0             7E+07        0            0             7E+07        4.83434       7E+07        0             7E+07        4.38193      0             7E+07        0            0             7E+07        4.38193       7E+07        0             7E+07        3.82339      0             7E+07        0            0             7E+07        3.82339       7E+07        0             5.7E+08      410.07        1.2          0.0234704     1.2          -0.0283221    1.2          0.027755      
   8E+07        4.83436      0             8E+07        0            0             8E+07        4.83436       8E+07        0             8E+07        4.38204      0             8E+07        0            0             8E+07        4.38204       8E+07        0             8E+07        3.82633      0             8E+07        0            0             8E+07        3.82633       8E+07        0             5.8E+08      469.156       1.6          0.0283005     1.6          -0.0335399    1.6          0.031913      
   9E+07        4.83168      0             9E+07        0            0             9E+07        4.83168       9E+07        0             9E+07        4.38842      0             9E+07        0            0             9E+07        4.38842       9E+07        0             9E+07        3.80394      0             9E+07        0            0             9E+07        3.80394       9E+07        0             5.9E+08      443.153       1.6          0.0283069     1.6          -0.0335603    1.6          0.0319198     
   1E+08        4.82688      0             1E+08        0            0             1E+08        4.82688       1E+08        0             1E+08        4.37675      0             1E+08        0            0             1E+08        4.37675       1E+08        0             1E+08        3.81567      0             1E+08        0            0             1E+08        3.81567       1E+08        0             6E+08        433.007       2            0.0330046     2            -0.0382609    2            0.0350245     
