# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --eigenvalues 3 --tracks 1000000 --inactive 50 --source Linear --Iterations\n 10 --active 500 --seed 0 --run --bins 90 -f Bins/20mfp-BetterStats-nyx/Linear/1E6Tracks/20mfp.b90.dat , seed\n = 1489295783
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats-nyx/Linear/1E6Tracks/20mfp.b90.dat, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 90, active = 500, inactive = 50, tracks = 1000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8             9            10            11           12           13            14           15           16            17           18            19           20            21           22           23            24           25           26            27           28            29           30            31           32            33           34            35           36            37           38           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-   raw value-00-Real  -| |-   raw value-00-Imag  -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-   raw value-01-Real  -| |-   raw value-01-Imag  -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-   raw value-02-Real  -| |-   raw value-02-Imag  -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+07        4.80534      0             1E+07        0            0             1E+07        4.80534       1E+07        0             1E+07        4.1389       0             1E+07        0            0             1E+07        4.1389        1E+07        0             1E+07        3.62398      0             1E+07        0            0             1E+07        3.62398       1E+07        0             5.1E+08      0             0            -0.00538527   0            -0.00662038   0            0.00667816    
   2E+07        4.82697      0             2E+07        0            0             2E+07        4.82697       2E+07        0             2E+07        4.38085      0             2E+07        0            0             2E+07        4.38085       2E+07        0             2E+07        3.67307      0             2E+07        0            0             2E+07        3.67307       2E+07        0             5.2E+08      5284.1        0.222222     -0.00801025   0.222222     -0.00987439   0.222222     0.00995949    
   3E+07        4.8274       0             3E+07        0            0             3E+07        4.8274        3E+07        0             3E+07        4.38954      0             3E+07        0            0             3E+07        4.38954       3E+07        0             3E+07        3.8169       0             3E+07        0            0             3E+07        3.8169        3E+07        0             5.3E+08      1769.5        0.222222     -0.00795346   0.222222     -0.00981483   0.222222     0.00989381    
   4E+07        4.83061      0             4E+07        0            0             4E+07        4.83061       4E+07        0             4E+07        4.38255      0             4E+07        0            0             4E+07        4.38255       4E+07        0             4E+07        3.81587      0             4E+07        0            0             4E+07        3.81587       4E+07        0             5.4E+08      531.122       0.444444     -0.0101873    0.444444     -0.0125145    0.444444     0.0125966     
   5E+07        4.82643      0             5E+07        0            0             5E+07        4.82643       5E+07        0             5E+07        4.37718      0             5E+07        0            0             5E+07        4.37718       5E+07        0             5E+07        3.81606      0             5E+07        0            0             5E+07        3.81606       5E+07        0             5.5E+08      645.035       0.444444     -0.0101975    0.444444     -0.0125013    0.444444     0.0126173     
   6E+07        4.82566      0             6E+07        0            0             6E+07        4.82566       6E+07        0             6E+07        4.3882       0             6E+07        0            0             6E+07        4.3882        6E+07        0             6E+07        3.81169      0             6E+07        0            0             6E+07        3.81169       6E+07        0             5.6E+08      878.848       0.666667     -0.0122741    0.666667     -0.0150478    0.666667     0.0150012     
   7E+07        4.8287       0             7E+07        0            0             7E+07        4.8287        7E+07        0             7E+07        4.3843       0             7E+07        0            0             7E+07        4.3843        7E+07        0             7E+07        3.8251       0             7E+07        0            0             7E+07        3.8251        7E+07        0             5.7E+08      1129.5        0.666667     -0.0122752    0.666667     -0.0150511    0.666667     0.0150207     
   8E+07        4.82741      0             8E+07        0            0             8E+07        4.82741       8E+07        0             8E+07        4.38779      0             8E+07        0            0             8E+07        4.38779       8E+07        0             8E+07        3.80842      0             8E+07        0            0             8E+07        3.80842       8E+07        0             5.8E+08      489.177       0.888889     -0.0143289    0.888889     -0.0174689    0.888889     0.017251      
   9E+07        4.82298      0             9E+07        0            0             9E+07        4.82298       9E+07        0             9E+07        4.37322      0             9E+07        0            0             9E+07        4.37322       9E+07        0             9E+07        3.80597      0             9E+07        0            0             9E+07        3.80597       9E+07        0             5.9E+08      604.832       0.888889     -0.014336     0.888889     -0.0174562    0.888889     0.017269      
   1E+08        4.83002      0             1E+08        0            0             1E+08        4.83002       1E+08        0             1E+08        4.38352      0             1E+08        0            0             1E+08        4.38352       1E+08        0             1E+08        3.81328      0             1E+08        0            0             1E+08        3.81328       1E+08        0             6E+08        722.721       1.11111      -0.0163578    1.11111      -0.0197738    1.11111      0.0192984     
   1.1E+08      4.83034      0             1.1E+08      0            0             1.1E+08      4.83034       1.1E+08      0             1.1E+08      4.38355      0             1.1E+08      0            0             1.1E+08      4.38355       1.1E+08      0             1.1E+08      3.8256       0             1.1E+08      0            0             1.1E+08      3.8256        1.1E+08      0             6.1E+08      409.648       1.11111      -0.0163413    1.11111      -0.0197622    1.11111      0.0192965     
   1.2E+08      4.82519      0             1.2E+08      0            0             1.2E+08      4.82519       1.2E+08      0             1.2E+08      4.37367      0             1.2E+08      0            0             1.2E+08      4.37367       1.2E+08      0             1.2E+08      3.79512      0             1.2E+08      0            0             1.2E+08      3.79512       1.2E+08      0             6.2E+08      462.24        1.33333      -0.0183204    1.33333      -0.0219704    1.33333      0.0211164     
   1.3E+08      4.8268       0             1.3E+08      0            0             1.3E+08      4.8268        1.3E+08      0             1.3E+08      4.38687      0             1.3E+08      0            0             1.3E+08      4.38687       1.3E+08      0             1.3E+08      3.81421      0             1.3E+08      0            0             1.3E+08      3.81421       1.3E+08      0             6.3E+08      533.145       1.33333      -0.0183382    1.33333      -0.0219666    1.33333      0.0211526     
   1.4E+08      4.82609      0             1.4E+08      0            0             1.4E+08      4.82609       1.4E+08      0             1.4E+08      4.38742      0             1.4E+08      0            0             1.4E+08      4.38742       1.4E+08      0             1.4E+08      3.80904      0             1.4E+08      0            0             1.4E+08      3.80904       1.4E+08      0             6.4E+08      570.472       1.55556      -0.0202667    1.55556      -0.0240659    1.55556      0.0227268     
   1.5E+08      4.81923      0             1.5E+08      0            0             1.5E+08      4.81923       1.5E+08      0             1.5E+08      4.37844      0             1.5E+08      0            0             1.5E+08      4.37844       1.5E+08      0             1.5E+08      3.81777      0             1.5E+08      0            0             1.5E+08      3.81777       1.5E+08      0             6.5E+08      631.787       1.55556      -0.0202722    1.55556      -0.0240812    1.55556      0.0227487     
   1.6E+08      4.82483      0             1.6E+08      0            0             1.6E+08      4.82483       1.6E+08      0             1.6E+08      4.39044      0             1.6E+08      0            0             1.6E+08      4.39044       1.6E+08      0             1.6E+08      3.83167      0             1.6E+08      0            0             1.6E+08      3.83167       1.6E+08      0             6.6E+08      707.031       1.77778      -0.0222055    1.77778      -0.0260661    1.77778      0.0241267     
   1.7E+08      4.83223      0             1.7E+08      0            0             1.7E+08      4.83223       1.7E+08      0             1.7E+08      4.38391      0             1.7E+08      0            0             1.7E+08      4.38391       1.7E+08      0             1.7E+08      3.81954      0             1.7E+08      0            0             1.7E+08      3.81954       1.7E+08      0             6.7E+08      472.915       1.77778      -0.0221978    1.77778      -0.0260741    1.77778      0.0241433     
   1.8E+08      4.83149      0             1.8E+08      0            0             1.8E+08      4.83149       1.8E+08      0             1.8E+08      4.38139      0             1.8E+08      0            0             1.8E+08      4.38139       1.8E+08      0             1.8E+08      3.8192       0             1.8E+08      0            0             1.8E+08      3.8192        1.8E+08      0             6.8E+08      510.962       2            -0.0241121    2            -0.0279439    2            0.0252792     
   1.9E+08      4.82812      0             1.9E+08      0            0             1.9E+08      4.82812       1.9E+08      0             1.9E+08      4.37414      0             1.9E+08      0            0             1.9E+08      4.37414       1.9E+08      0             1.9E+08      3.79753      0             1.9E+08      0            0             1.9E+08      3.79753       1.9E+08      0             6.9E+08      540.713       2            -0.0240989    2            -0.0279357    2            0.0252996     
   2E+08        4.83002      0             2E+08        0            0             2E+08        4.83002       2E+08        0             2E+08        4.38478      0             2E+08        0            0             2E+08        4.38478       2E+08        0             2E+08        3.82743      0             2E+08        0            0             2E+08        3.82743       2E+08        0             7E+08        548.385       2.22222      -0.0259811    2.22222      -0.0296817    2.22222      0.0262118     
   2.1E+08      4.82458      0             2.1E+08      0            0             2.1E+08      4.82458       2.1E+08      0             2.1E+08      4.37951      0             2.1E+08      0            0             2.1E+08      4.37951       2.1E+08      0             2.1E+08      3.81715      0             2.1E+08      0            0             2.1E+08      3.81715       2.1E+08      0             7.1E+08      591.799       2.22222      -0.0259734    2.22222      -0.0296767    2.22222      0.0262275     
   2.2E+08      4.82528      0             2.2E+08      0            0             2.2E+08      4.82528       2.2E+08      0             2.2E+08      4.38145      0             2.2E+08      0            0             2.2E+08      4.38145       2.2E+08      0             2.2E+08      3.81668      0             2.2E+08      0            0             2.2E+08      3.81668       2.2E+08      0             7.2E+08      635.024       2.44444      -0.0278247    2.44444      -0.0313339    2.44444      0.0268368     
   2.3E+08      4.82698      0             2.3E+08      0            0             2.3E+08      4.82698       2.3E+08      0             2.3E+08      4.37646      0             2.3E+08      0            0             2.3E+08      4.37646       2.3E+08      0             2.3E+08      3.8148       0             2.3E+08      0            0             2.3E+08      3.8148        2.3E+08      0             7.3E+08      680.106       2.44444      -0.0278125    2.44444      -0.031322     2.44444      0.0268731     
   2.4E+08      4.82775      0             2.4E+08      0            0             2.4E+08      4.82775       2.4E+08      0             2.4E+08      4.38603      0             2.4E+08      0            0             2.4E+08      4.38603       2.4E+08      0             2.4E+08      3.80952      0             2.4E+08      0            0             2.4E+08      3.80952       2.4E+08      0             7.4E+08      720.38        2.66667      -0.0296247    2.66667      -0.0327979    2.66667      0.0272595     
   2.5E+08      4.82659      0             2.5E+08      0            0             2.5E+08      4.82659       2.5E+08      0             2.5E+08      4.37814      0             2.5E+08      0            0             2.5E+08      4.37814       2.5E+08      0             2.5E+08      3.82172      0             2.5E+08      0            0             2.5E+08      3.82172       2.5E+08      0             7.5E+08      767.732       2.66667      -0.0296435    2.66667      -0.0327959    2.66667      0.0272805     
   2.6E+08      4.83195      0             2.6E+08      0            0             2.6E+08      4.83195       2.6E+08      0             2.6E+08      4.38175      0             2.6E+08      0            0             2.6E+08      4.38175       2.6E+08      0             2.6E+08      3.81183      0             2.6E+08      0            0             2.6E+08      3.81183       2.6E+08      0             7.6E+08      788.297       2.88889      -0.0313729    2.88889      -0.0341519    2.88889      0.0273534     
   2.7E+08      4.8263       0             2.7E+08      0            0             2.7E+08      4.8263        2.7E+08      0             2.7E+08      4.38029      0             2.7E+08      0            0             2.7E+08      4.38029       2.7E+08      0             2.7E+08      3.81832      0             2.7E+08      0            0             2.7E+08      3.81832       2.7E+08      0             7.7E+08      835.069       2.88889      -0.0314169    2.88889      -0.034161     2.88889      0.0273728     
   2.8E+08      4.8303       0             2.8E+08      0            0             2.8E+08      4.8303        2.8E+08      0             2.8E+08      4.38773      0             2.8E+08      0            0             2.8E+08      4.38773       2.8E+08      0             2.8E+08      3.81168      0             2.8E+08      0            0             2.8E+08      3.81168       2.8E+08      0             7.8E+08      883.953       3.11111      -0.0331354    3.11111      -0.0353545    3.11111      0.0272647     
   2.9E+08      4.83236      0             2.9E+08      0            0             2.9E+08      4.83236       2.9E+08      0             2.9E+08      4.38229      0             2.9E+08      0            0             2.9E+08      4.38229       2.9E+08      0             2.9E+08      3.80189      0             2.9E+08      0            0             2.9E+08      3.80189       2.9E+08      0             7.9E+08      933.481       3.11111      -0.0331494    3.11111      -0.0353393    3.11111      0.0272762     
   3E+08        4.82729      0             3E+08        0            0             3E+08        4.82729       3E+08        0             3E+08        4.38741      0             3E+08        0            0             3E+08        4.38741       3E+08        0             3E+08        3.80349      0             3E+08        0            0             3E+08        3.80349       3E+08        0             8E+08        967.029       3.33333      -0.0348259    3.33333      -0.0364128    3.33333      0.026838      
   3.1E+08      4.82669      0             3.1E+08      0            0             3.1E+08      4.82669       3.1E+08      0             3.1E+08      4.396        0             3.1E+08      0            0             3.1E+08      4.396         3.1E+08      0             3.1E+08      3.81372      0             3.1E+08      0            0             3.1E+08      3.81372       3.1E+08      0             8.1E+08      956.389       3.33333      -0.0348438    3.33333      -0.0363925    3.33333      0.0268474     
   3.2E+08      4.81891      0             3.2E+08      0            0             3.2E+08      4.81891       3.2E+08      0             3.2E+08      4.38371      0             3.2E+08      0            0             3.2E+08      4.38371       3.2E+08      0             3.2E+08      3.80684      0             3.2E+08      0            0             3.2E+08      3.80684       3.2E+08      0             8.2E+08      936.392       3.55556      -0.0365332    3.55556      -0.037292     3.55556      0.0262294     
   3.3E+08      4.82815      0             3.3E+08      0            0             3.3E+08      4.82815       3.3E+08      0             3.3E+08      4.37417      0             3.3E+08      0            0             3.3E+08      4.37417       3.3E+08      0             3.3E+08      3.82095      0             3.3E+08      0            0             3.3E+08      3.82095       3.3E+08      0             8.3E+08      981.324       3.55556      -0.0365221    3.55556      -0.0372808    3.55556      0.0262131     
   3.4E+08      4.8297       0             3.4E+08      0            0             3.4E+08      4.8297        3.4E+08      0             3.4E+08      4.38694      0             3.4E+08      0            0             3.4E+08      4.38694       3.4E+08      0             3.4E+08      3.81694      0             3.4E+08      0            0             3.4E+08      3.81694       3.4E+08      0             8.4E+08      1018.54       3.77778      -0.0381413    3.77778      -0.0380269    3.77778      0.0253003     
   3.5E+08      4.82782      0             3.5E+08      0            0             3.5E+08      4.82782       3.5E+08      0             3.5E+08      4.38426      0             3.5E+08      0            0             3.5E+08      4.38426       3.5E+08      0             3.5E+08      3.81407      0             3.5E+08      0            0             3.5E+08      3.81407       3.5E+08      0             8.5E+08      1044.01       3.77778      -0.0381371    3.77778      -0.0380239    3.77778      0.0253177     
   3.6E+08      4.82956      0             3.6E+08      0            0             3.6E+08      4.82956       3.6E+08      0             3.6E+08      4.38209      0             3.6E+08      0            0             3.6E+08      4.38209       3.6E+08      0             3.6E+08      3.81551      0             3.6E+08      0            0             3.6E+08      3.81551       3.6E+08      0             8.6E+08      1066.36       4            -0.0397407    4            -0.0385924    4            0.0241663     
   3.7E+08      4.82851      0             3.7E+08      0            0             3.7E+08      4.82851       3.7E+08      0             3.7E+08      4.37867      0             3.7E+08      0            0             3.7E+08      4.37867       3.7E+08      0             3.7E+08      3.80848      0             3.7E+08      0            0             3.7E+08      3.80848       3.7E+08      0             8.7E+08      997.955       4            -0.0397391    4            -0.0385827    4            0.0241522     
   3.8E+08      4.83234      0             3.8E+08      0            0             3.8E+08      4.83234       3.8E+08      0             3.8E+08      4.38479      0             3.8E+08      0            0             3.8E+08      4.38479       3.8E+08      0             3.8E+08      3.82906      0             3.8E+08      0            0             3.8E+08      3.82906       3.8E+08      0             8.8E+08      966.144       4.22222      -0.0412927    4.22222      -0.0390192    4.22222      0.0227711     
   3.9E+08      4.82754      0             3.9E+08      0            0             3.9E+08      4.82754       3.9E+08      0             3.9E+08      4.39064      0             3.9E+08      0            0             3.9E+08      4.39064       3.9E+08      0             3.9E+08      3.82223      0             3.9E+08      0            0             3.9E+08      3.82223       3.9E+08      0             8.9E+08      986.574       4.22222      -0.0412932    4.22222      -0.0389899    4.22222      0.0227793     
   4E+08        4.83356      0             4E+08        0            0             4E+08        4.83356       4E+08        0             4E+08        4.38211      0             4E+08        0            0             4E+08        4.38211       4E+08        0             4E+08        3.80954      0             4E+08        0            0             4E+08        3.80954       4E+08        0             9E+08        1021.85       4.44444      -0.0428057    4.44444      -0.0392458    4.44444      0.0211943     
   4.1E+08      4.83034      0             4.1E+08      0            0             4.1E+08      4.83034       4.1E+08      0             4.1E+08      4.38658      0             4.1E+08      0            0             4.1E+08      4.38658       4.1E+08      0             4.1E+08      3.8175       0             4.1E+08      0            0             4.1E+08      3.8175        4.1E+08      0             9.1E+08      1058.95       4.44444      -0.0427743    4.44444      -0.0392513    4.44444      0.0211637     
   4.2E+08      4.82411      0             4.2E+08      0            0             4.2E+08      4.82411       4.2E+08      0             4.2E+08      4.3851       0             4.2E+08      0            0             4.2E+08      4.3851        4.2E+08      0             4.2E+08      3.82583      0             4.2E+08      0            0             4.2E+08      3.82583       4.2E+08      0             9.2E+08      1099.07       4.66667      -0.0442728    4.66667      -0.0393295    4.66667      0.0193701     
