# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --eigenvalues 3 --tracks 100000 --inactive 50 --source Linear --Iterations\n 10 --active 500 --seed 0 --run --bins 60 -f Bins/20mfp-BetterStats-nyx/Linear/20mfp.b60.dat , seed = 1395146671
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats-nyx/Linear/20mfp.b60.dat, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 60, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8             9            10            11           12           13            14           15           16            17           18            19           20            21           22           23            24           25           26            27           28            29           30            31           32            33           34            35           36            37           38           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-   raw value-00-Real  -| |-   raw value-00-Imag  -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-   raw value-01-Real  -| |-   raw value-01-Imag  -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-   raw value-02-Real  -| |-   raw value-02-Imag  -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+06        4.83015      0             1E+06        0            0             1E+06        4.83015       1E+06        0             1E+06        4.10329      0             1E+06        0            0             1E+06        4.10329       1E+06        0             1E+06        2.76102      0             1E+06        0.678786     0             1E+06        2.76102       1E+06        0.678786      5.1E+07      0             0            0.00649093    0            -0.00796656   0            0.00786442    
   2E+06        4.83091      0             2E+06        0            0             2E+06        4.83091       2E+06        0             2E+06        4.39364      0             2E+06        0            0             2E+06        4.39364       2E+06        0             2E+06        3.79386      0             2E+06        0            0             2E+06        3.79386       2E+06        0             5.2E+07      930.188       0.333333     0.0108437     0.333333     -0.013422     0.333333     0.0132518     
   3E+06        4.83414      0             3E+06        0            0             3E+06        4.83414       3E+06        0             3E+06        4.38473      0             3E+06        0            0             3E+06        4.38473       3E+06        0             3E+06        3.82271      0             3E+06        0            0             3E+06        3.82271       3E+06        0             5.3E+07      1096.84       0.333333     0.0107658     0.333333     -0.0133495    0.333333     0.0131503     
   4E+06        4.82943      0             4E+06        0            0             4E+06        4.82943       4E+06        0             4E+06        4.37326      0             4E+06        0            0             4E+06        4.37326       4E+06        0             4E+06        3.79         0             4E+06        0            0             4E+06        3.79          4E+06        0             5.4E+07      565.186       0.666667     0.0145836     0.666667     -0.0179171    0.666667     0.0175145     
   5E+06        4.82381      0             5E+06        0            0             5E+06        4.82381       5E+06        0             5E+06        4.37648      0             5E+06        0            0             5E+06        4.37648       5E+06        0             5E+06        3.8197       0             5E+06        0            0             5E+06        3.8197        5E+06        0             5.5E+07      747.282       0.666667     0.0145178     0.666667     -0.0179233    0.666667     0.0174815     
   6E+06        4.82168      0             6E+06        0            0             6E+06        4.82168       6E+06        0             6E+06        4.39684      0             6E+06        0            0             6E+06        4.39684       6E+06        0             6E+06        3.81161      0             6E+06        0            0             6E+06        3.81161       6E+06        0             5.6E+07      739.509       1            0.0182218     1            -0.0221953    1            0.0213027     
   7E+06        4.82321      0             7E+06        0            0             7E+06        4.82321       7E+06        0             7E+06        4.3618       0             7E+06        0            0             7E+06        4.3618        7E+06        0             7E+06        3.79881      0             7E+06        0            0             7E+06        3.79881       7E+06        0             5.7E+07      442.582       1            0.0181938     1            -0.0221677    1            0.0213346     
   8E+06        4.83035      0             8E+06        0            0             8E+06        4.83035       8E+06        0             8E+06        4.3897       0             8E+06        0            0             8E+06        4.3897        8E+06        0             8E+06        3.80732      0             8E+06        0            0             8E+06        3.80732       8E+06        0             5.8E+07      514.366       1.33333      0.0217222     1.33333      -0.0261606    1.33333      0.024549      
   9E+06        4.82577      0             9E+06        0            0             9E+06        4.82577       9E+06        0             9E+06        4.37774      0             9E+06        0            0             9E+06        4.37774       9E+06        0             9E+06        3.78225      0             9E+06        0            0             9E+06        3.78225       9E+06        0             5.9E+07      568.503       1.33333      0.0217341     1.33333      -0.0261025    1.33333      0.0246272     
   1E+07        4.83919      0             1E+07        0            0             1E+07        4.83919       1E+07        0             1E+07        4.3695       0             1E+07        0            0             1E+07        4.3695        1E+07        0             1E+07        3.79559      0             1E+07        0            0             1E+07        3.79559       1E+07        0             6E+07        561.821       1.66667      0.0252022     1.66667      -0.0298647    1.66667      0.02731       
