# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --eigenvalues 3 --tracks 100000 --inactive 50 --source Linear --Iterations\n 10 --active 500 --seed 0 --run --bins 90 -f Bins/20mfp-BetterStats-nyx/Linear/20mfp.b90.dat , seed = 1171341679
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats-nyx/Linear/20mfp.b90.dat, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 90, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8             9            10            11           12           13            14           15           16            17           18            19           20            21           22           23            24           25           26            27           28            29           30            31           32            33           34            35           36            37           38           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-   raw value-00-Real  -| |-   raw value-00-Imag  -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-   raw value-01-Real  -| |-   raw value-01-Imag  -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-   raw value-02-Real  -| |-   raw value-02-Imag  -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+06        4.829        0             1E+06        0            0             1E+06        4.829         1E+06        0             1E+06        3.77693      0             1E+06        0            0             1E+06        3.77693       1E+06        0             1E+06        2.42524      0             1E+06        0            0             1E+06        2.42524       1E+06        0             5.1E+07      0             0            -0.00499271   0            0.00593295    0            0.004895      
   2E+06        4.82663      0             2E+06        0            0             2E+06        4.82663       2E+06        0             2E+06        3.79382      0             2E+06        0            0             2E+06        3.79382       2E+06        0             2E+06        2.78126      0             2E+06        0            0             2E+06        2.78126       2E+06        0             5.2E+07      31.1976       0.222222     -0.00742485   0.222222     0.00883339    0.222222     0.00734233    
   3E+06        4.82254      0             3E+06        0            0             3E+06        4.82254       3E+06        0             3E+06        3.82719      0             3E+06        0            0             3E+06        3.82719       3E+06        0             3E+06        2.73625      0             3E+06        0            0             3E+06        2.73625       3E+06        0             5.3E+07      56.058        0.222222     -0.00737815   0.222222     0.00878964    0.222222     0.00729598    
   4E+06        4.82958      0             4E+06        0            0             4E+06        4.82958       4E+06        0             4E+06        3.82421      0             4E+06        0            0             4E+06        3.82421       4E+06        0             4E+06        2.72707      0             4E+06        0            0             4E+06        2.72707       4E+06        0             5.4E+07      76.9129       0.444444     -0.00942393   0.444444     0.0112505     0.444444     0.00926546    
   5E+06        4.83701      0             5E+06        0            0             5E+06        4.83701       5E+06        0             5E+06        3.80703      0             5E+06        0            0             5E+06        3.80703       5E+06        0             5E+06        2.74456      0             5E+06        0            0             5E+06        2.74456       5E+06        0             5.5E+07      117.039       0.444444     -0.00941753   0.444444     0.0112434     0.444444     0.00921017    
   6E+06        4.83842      0             6E+06        0            0             6E+06        4.83842       6E+06        0             6E+06        3.80767      0             6E+06        0            0             6E+06        3.80767       6E+06        0             6E+06        2.92716      0             6E+06        0            0             6E+06        2.92716       6E+06        0             5.6E+07      146.78        0.666667     -0.0114034    0.666667     0.0134883     0.666667     0.0109353     
   7E+06        4.80089      0             7E+06        0            0             7E+06        4.80089       7E+06        0             7E+06        3.86961      0             7E+06        0.119827     0             7E+06        3.86961       7E+06        0.119827      7E+06        3.86961      0             7E+06        -0.119827    0             7E+06        3.86961       7E+06        -0.119827     5.7E+07      195.447       0.666667     -0.0113711    0.666667     0.0134974     0.666667     0.0109621     
   8E+06        4.38369      0             8E+06        0            0             8E+06        4.38369       8E+06        0             8E+06        3.54984      0             8E+06        0.191534     0             8E+06        3.54984       8E+06        0.191534      8E+06        3.54984      0             8E+06        -0.191534    0             8E+06        3.54984       8E+06        -0.191534     5.8E+07      248.866       0.888889     -0.0132809    0.888889     0.0156413     0.888889     0.0123716     
   9E+06        4.82585      0             9E+06        0            0             9E+06        4.82585       9E+06        0             9E+06        4.39018      0             9E+06        0            0             9E+06        4.39018       9E+06        0             9E+06        3.75143      0             9E+06        0            0             9E+06        3.75143       9E+06        0             5.9E+07      303.44        0.888889     -0.0132879    0.888889     0.0156439     0.888889     0.0123542     
   1E+07        4.83026      0             1E+07        0            0             1E+07        4.83026       1E+07        0             1E+07        4.36276      0             1E+07        0            0             1E+07        4.36276       1E+07        0             1E+07        3.76762      0             1E+07        0            0             1E+07        3.76762       1E+07        0             6E+07        339.818       1.11111      -0.0151577    1.11111      0.0177189     1.11111      0.013596      
