# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldiResearch --verbose 2 --relaxed 0 --width 20 --tracks 5000 --inactive 50 --Iterations 10 --eigenvalues 3 --active\n 150 --seed 0 --run --bins 90 -f Bins/20mfp/20mfp.b90.dat , seed = 1645917771
# Arguments: source = Histogram, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp/20mfp.b90.dat, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 90, active = 150, inactive = 50, tracks = 5000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22            23           24            25           26            27           28            29           30            31           32           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-      FOM-Arnoldi     -| |-RAM eigenvector-0-Real-| |-RAM eigenvector-0-Imag-| |-RAM eigenvector-1-Real-| |-RAM eigenvector-1-Imag-| |-RAM eigenvector-2-Real-| |-RAM eigenvector-2-Imag-| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   50000        4.920555     0             50000        0            0             50000        4.356118     0             50000        0            0             50000        3.774312     0             50000        0            0             2550000      0             0.1111111    0.01478187    0.1111111    0             0.1111111    -0.02934653   0.1111111    0             0.1111111    -0.04394894   0.1111111    0             
   100000       4.850274     0             100000       0            0             100000       4.394804     0             100000       0            0             100000       3.762049     0             100000       0            0             2600000      2.698171      0.3333333    0.01952933    0.3333333    0             0.3333333    -0.03978157   0.3333333    0             0.3333333    -0.05903314   0.3333333    0             
   150000       4.892418     0             150000       0            0             150000       4.393435     0             150000       0            0             150000       3.813955     0             150000       0            0             2650000      5.791572      0.5555556    0.02538084    0.5555556    0             0.5555556    -0.04856679   0.5555556    0             0.5555556    -0.07237557   0.5555556    0             
   200000       4.754793     0             200000       0            0             200000       4.350938     0             200000       0            0             200000       3.895847     0             200000       0            0             2700000      7.858974      0.7777778    0.02928701    0.7777778    0             0.7777778    -0.0586988    0.7777778    0             0.7777778    -0.08385307   0.7777778    0             
   250000       4.839865     0             250000       0            0             250000       4.36768      0             250000       0            0             250000       3.790731     0             250000       0            0             2750000      2.314234      1            0.03394356    1            0             1            -0.06685537   1            0             1            -0.09523866   1            0             
   300000       4.732574     0             300000       0            0             300000       4.366369     0             300000       0            0             300000       3.804367     0             300000       0            0             2800000      3.225018      1.222222     0.03812708    1.222222     0             1.222222     -0.07445897   1.222222     0             1.222222     -0.1040536    1.222222     0             
   350000       4.836909     0             350000       0            0             350000       4.446616     0             350000       0            0             350000       3.724838     0             350000       0            0             2850000      4.253484      1.444444     0.04237916    1.444444     0             1.444444     -0.08152763   1.444444     0             1.444444     -0.1124901    1.444444     0             
   400000       4.698002     0             400000       0            0             400000       4.487181     0             400000       0            0             400000       3.741378     0             400000       0            0             2900000      5.424294      1.666667     0.04790227    1.666667     0             1.666667     -0.08860999   1.666667     0             1.666667     -0.1218191    1.666667     0             
   450000       4.946844     0             450000       0            0             450000       4.323214     0             450000       0            0             450000       3.772586     0             450000       0            0             2950000      5.952211      1.888889     0.05177986    1.888889     0             1.888889     -0.09639742   1.888889     0             1.888889     -0.128183     1.888889     0             
   500000       4.792249     0             500000       0            0             500000       4.370385     0             500000       0            0             500000       3.837026     0             500000       0            0             3000000      7.0255        2.111111     0.05661847    2.111111     0             2.111111     -0.1030018    2.111111     0             2.111111     -0.1326948    2.111111     0             
